"Code: hostile= 1; orderly= 2; neutral =3; unclear= 4, irrelevant =5; duplicate = 0",docname,from,to,pre,keyword,post,pattern,Unnamed: 0,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state,filepath
0,2499_0.txt,62,62,"negro murderer . taken from jail and hanged befcre the state troops arrived . the crime for which the negro was strung up was a most cowardly one he brained an aged farmer and then robbed the body . jackson , miss . , june 26- the crys tal springs",mob,"which assembled to hang william mosley , colored , for the murder of john h . strong , white , got its man at 9 : 45 friday morning and lynched him . acting gov . jones was found at 8 o'clock friday and wired adj . gen . henry",mob,1074,2499,0,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_0.txt
1,2499_0.txt,235,235,"8.55 worth of tomatoes . he crawl ed into the wagon , brained the old man with a stick , robbed the body , took to the woods and let the team go home with the corpse . after three days ' search the murder er was captured . the",mob,"was small , and , had the troops been ordered thursday night , it could have been thwarted easily . but neither the governor nor lieutenant governor could be reached day night . thurs",mob,1074,2499,0,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_0.txt
0,2499_0.txt,235,235,"8.55 worth of tomatoes . he crawl ed into the wagon , brained the old man with a stick , robbed the body , took to the woods and let the team go home with the corpse . after three days ' search the murder er was captured . the",mob,"was small , and , had the troops been ordered thursday night , it could have been thwarted easily . but neither the governor nor lieutenant governor could be reached day night . thurs",mob,1074,2499,0,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_0.txt
1,2499_1.txt,16,16,"key west , fla . the city virtually in the hands of a ne gro",mob-,"one white man killed . key west , fla . , june 26 . - this city was virtually in the hands of a negro mob thursday night and a white citizen was killed by the mob . at 4 p . m . thursday , silvanus johnson , charged",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
0,2499_1.txt,16,16,"key west , fla . the city virtually in the hands of a ne gro",mob-,"one white man killed . key west , fla . , june 26 . - this city was virtually in the hands of a negro mob thursday night and a white citizen was killed by the mob . at 4 p . m . thursday , silvanus johnson , charged",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
1,2499_1.txt,42,42,"key west , fla . the city virtually in the hands of a ne gro mob- one white man killed . key west , fla . , june 26 . - this city was virtually in the hands of a negro",mob,"thursday night and a white citizen was killed by the mob . at 4 p . m . thursday , silvanus johnson , charged with assault on a white woman , mrs . margaret atwell , was conducted to the courthouse for a hearing . the courtroom was crowded ,",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
0,2499_1.txt,42,42,"key west , fla . the city virtually in the hands of a ne gro mob- one white man killed . key west , fla . , june 26 . - this city was virtually in the hands of a negro",mob,"thursday night and a white citizen was killed by the mob . at 4 p . m . thursday , silvanus johnson , charged with assault on a white woman , mrs . margaret atwell , was conducted to the courthouse for a hearing . the courtroom was crowded ,",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
1,2499_1.txt,53,53,", fla . the city virtually in the hands of a ne gro mob- one white man killed . key west , fla . , june 26 . - this city was virtually in the hands of a negro mob thursday night and a white citizen was killed by the",mob,". at 4 p . m . thursday , silvanus johnson , charged with assault on a white woman , mrs . margaret atwell , was conducted to the courthouse for a hearing . the courtroom was crowded , and c . b . pen dleton , a well- known",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
0,2499_1.txt,53,53,", fla . the city virtually in the hands of a ne gro mob- one white man killed . key west , fla . , june 26 . - this city was virtually in the hands of a negro mob thursday night and a white citizen was killed by the",mob,". at 4 p . m . thursday , silvanus johnson , charged with assault on a white woman , mrs . margaret atwell , was conducted to the courthouse for a hearing . the courtroom was crowded , and c . b . pen dleton , a well- known",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
1,2499_1.txt,169,169,"hang the negro ? """" there was a chorus of """" yes , """" and the crowd closed in on the prisoner . the sheriff and his deputies drew their revolvers and held the crowd at bay while johnson was at once hurried . back to jail . a big",mob,"gathered in front of the building , and one of the negroes cried out to lynch pendleton , and a rush was made for him . through the efforts of himself and his friends , pendleton made his escape in a carriage . the negro mob then gathered again about",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
0,2499_1.txt,169,169,"hang the negro ? """" there was a chorus of """" yes , """" and the crowd closed in on the prisoner . the sheriff and his deputies drew their revolvers and held the crowd at bay while johnson was at once hurried . back to jail . a big",mob,"gathered in front of the building , and one of the negroes cried out to lynch pendleton , and a rush was made for him . through the efforts of himself and his friends , pendleton made his escape in a carriage . the negro mob then gathered again about",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
1,2499_1.txt,215,215,"jail . a big mob gathered in front of the building , and one of the negroes cried out to lynch pendleton , and a rush was made for him . through the efforts of himself and his friends , pendleton made his escape in a carriage . the negro",mob,"then gathered again about the jail building to prevent the lynching of johnson , and often threats were made by them to kill any white man that might come to the jail . about 11 o'clock friday night , wm . gardner , a white man , was sitting in",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
0,2499_1.txt,215,215,"jail . a big mob gathered in front of the building , and one of the negroes cried out to lynch pendleton , and a rush was made for him . through the efforts of himself and his friends , pendleton made his escape in a carriage . the negro",mob,"then gathered again about the jail building to prevent the lynching of johnson , and often threats were made by them to kill any white man that might come to the jail . about 11 o'clock friday night , wm . gardner , a white man , was sitting in",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
1,2499_1.txt,276,276,"lynching of johnson , and often threats were made by them to kill any white man that might come to the jail . about 11 o'clock friday night , wm . gardner , a white man , was sitting in front of the courthouse , when several of the negro",mob,"approached him and ordered him to move on . he arose to obey , and as soon as his back was turn ed there rang out the crack of a num ber of rifles , and gardner received a mortal wound , from which he died two hours later .",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
0,2499_1.txt,276,276,"lynching of johnson , and often threats were made by them to kill any white man that might come to the jail . about 11 o'clock friday night , wm . gardner , a white man , was sitting in front of the courthouse , when several of the negro",mob,"approached him and ordered him to move on . he arose to obey , and as soon as his back was turn ed there rang out the crack of a num ber of rifles , and gardner received a mortal wound , from which he died two hours later .",mob,1078,2499,1,sn86069117,"Daily public ledger (Maysville, Ky.)",1897,6,26,seq-3,ed-1,1,http://localhost:62222/pages/2499/kyu_gandhi_ver01/sn86069117/6/26/ed-1/seq-3/1,Kentucky,../sample_corpus_1pct_article_text/2499_1.txt
1,2503_0.txt,1,1,,mob's,"dire workh a louisiana murderer death at the stake . meets an in accomplice is hanged front of a church . killed five people . a wife murderer hanged at the same time . all of the mob's victims were colored . new orleans , jan . 20 . -",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
0,2503_0.txt,1,1,,mob's,"dire workh a louisiana murderer death at the stake . meets an in accomplice is hanged front of a church . killed five people . a wife murderer hanged at the same time . all of the mob's victims were colored . new orleans , jan . 20 . -",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2503_0.txt,39,39,mob's dire workh a louisiana murderer death at the stake . meets an in accomplice is hanged front of a church . killed five people . a wife murderer hanged at the same time . all of the,mob's,"victims were colored . new orleans , jan . 20 . - john johnston , the cotton family murderer was burn ed at the stake in front of the cotton residence near amite city , at three o'clock this morning . arch joiner was hanged . the same mob also",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
0,2503_0.txt,39,39,mob's dire workh a louisiana murderer death at the stake . meets an in accomplice is hanged front of a church . killed five people . a wife murderer hanged at the same time . all of the,mob's,"victims were colored . new orleans , jan . 20 . - john johnston , the cotton family murderer was burn ed at the stake in front of the cotton residence near amite city , at three o'clock this morning . arch joiner was hanged . the same mob also",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2503_0.txt,88,88,"the mob's victims were colored . new orleans , jan . 20 . - john johnston , the cotton family murderer was burn ed at the stake in front of the cotton residence near amite city , at three o'clock this morning . arch joiner was hanged . the same",mob,"also lynched gus williams , who was accused of murdering his wife . all three of the men executed by the mob were colored . johnson and joiner , according to the confession of the former , were guilty of the murder of the five members of the cotton family",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
0,2503_0.txt,88,88,"the mob's victims were colored . new orleans , jan . 20 . - john johnston , the cotton family murderer was burn ed at the stake in front of the cotton residence near amite city , at three o'clock this morning . arch joiner was hanged . the same",mob,"also lynched gus williams , who was accused of murdering his wife . all three of the men executed by the mob were colored . johnson and joiner , according to the confession of the former , were guilty of the murder of the five members of the cotton family",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2503_0.txt,110,110,"burn ed at the stake in front of the cotton residence near amite city , at three o'clock this morning . arch joiner was hanged . the same mob also lynched gus williams , who was accused of murdering his wife . all three of the men executed by the",mob,"were colored . johnson and joiner , according to the confession of the former , were guilty of the murder of the five members of the cotton family near here some time ago . the trio of murderers were taken from the jail at amite city altogether last night by",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
0,2503_0.txt,110,110,"burn ed at the stake in front of the cotton residence near amite city , at three o'clock this morning . arch joiner was hanged . the same mob also lynched gus williams , who was accused of murdering his wife . all three of the men executed by the",mob,"were colored . johnson and joiner , according to the confession of the former , were guilty of the murder of the five members of the cotton family near here some time ago . the trio of murderers were taken from the jail at amite city altogether last night by",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2503_0.txt,162,162,"colored . johnson and joiner , according to the confession of the former , were guilty of the murder of the five members of the cotton family near here some time ago . the trio of murderers were taken from the jail at amite city altogether last night by the",mob,". shortly afterward a report was received that williams had been hanged to a big oak tree in front of little zion church , not far from amite city and that the mob was on its way to tickfaw with johnson and join er , who would no doubt meet",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
0,2503_0.txt,162,162,"colored . johnson and joiner , according to the confession of the former , were guilty of the murder of the five members of the cotton family near here some time ago . the trio of murderers were taken from the jail at amite city altogether last night by the",mob,". shortly afterward a report was received that williams had been hanged to a big oak tree in front of little zion church , not far from amite city and that the mob was on its way to tickfaw with johnson and join er , who would no doubt meet",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2503_0.txt,195,195,"the trio of murderers were taken from the jail at amite city altogether last night by the mob . shortly afterward a report was received that williams had been hanged to a big oak tree in front of little zion church , not far from amite city and that the",mob,"was on its way to tickfaw with johnson and join er , who would no doubt meet a horrible fate . johnson and joiner were brought to amite city from new orleans yester day to plead to the indictments against them , and after hearing were remanded without bail .",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
0,2503_0.txt,195,195,"the trio of murderers were taken from the jail at amite city altogether last night by the mob . shortly afterward a report was received that williams had been hanged to a big oak tree in front of little zion church , not far from amite city and that the",mob,"was on its way to tickfaw with johnson and join er , who would no doubt meet a horrible fate . johnson and joiner were brought to amite city from new orleans yester day to plead to the indictments against them , and after hearing were remanded without bail .",mob,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2503_0.txt,249,251,"way to tickfaw with johnson and join er , who would no doubt meet a horrible fate . johnson and joiner were brought to amite city from new orleans yester day to plead to the indictments against them , and after hearing were remanded without bail . during the day",a party of,citizens called at the jail and john son made his confession . his story of the slaughter of the fam ily was peculiarly brutal . he said that he had always liked the cotton family and would not have harmed them had it not been for the fact that he,a party of,950,2503,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1897,1,20,seq-3,ed-1,1,http://localhost:62222/pages/2503/khi_inge_ver01/sn82016014/1/20/ed-1/seq-3/1,Kansas,../sample_corpus_1pct_article_text/2503_0.txt
1,2505_0.txt,7,7,kansas a lynching . a negro,mob,"lynches a negro murderer the sheriff and hs deputies over powered . hiawatha , kan . , nov . 30 . - commo dore true , the negro who stabbed w . waltham to death at a eolored festival thanksgiving night , was lynched early this morning by colored men",mob,906,2505,0,sn83040198,"Barton County democrat (Great Bend, Kan...)",1892,12,8,seq-7,ed-1,1,http://localhost:62222/pages/2505/khi_finney_ver02/sn83040198/12/8/ed-1/seq-7/1,Kansas,../sample_corpus_1pct_article_text/2505_0.txt
0,2505_0.txt,7,7,kansas a lynching . a negro,mob,"lynches a negro murderer the sheriff and hs deputies over powered . hiawatha , kan . , nov . 30 . - commo dore true , the negro who stabbed w . waltham to death at a eolored festival thanksgiving night , was lynched early this morning by colored men",mob,906,2505,0,sn83040198,"Barton County democrat (Great Bend, Kan...)",1892,12,8,seq-7,ed-1,1,http://localhost:62222/pages/2505/khi_finney_ver02/sn83040198/12/8/ed-1/seq-7/1,Kansas,../sample_corpus_1pct_article_text/2505_0.txt
1,2508_0.txt,41,41,"surrendered . hardy , who killed geo . mounts and shot ellis in the shoulder and also shot two of the latter's fin gers off , surrendered to the mingo county authorities last week . it was feared that a",mob,"would lynch the prisoner at williamson and he was taken to russell county , va . , for safe keeping . the shooting was done near gray , on the ken valley.tucky side , of tug river , and was we understand without provocation mounts was an inoffensive man ,",mob,3481,2508,0,sn86092392,"Ceredo advance (Ceredo, W. Va.)",1897,10,6,seq-5,ed-1,1,http://localhost:62222/pages/2508/wvu_moore_ver01/sn86092392/10/6/ed-1/seq-5/1,West Virginia,../sample_corpus_1pct_article_text/2508_0.txt
0,2508_0.txt,41,41,"surrendered . hardy , who killed geo . mounts and shot ellis in the shoulder and also shot two of the latter's fin gers off , surrendered to the mingo county authorities last week . it was feared that a",mob,"would lynch the prisoner at williamson and he was taken to russell county , va . , for safe keeping . the shooting was done near gray , on the ken valley.tucky side , of tug river , and was we understand without provocation mounts was an inoffensive man ,",mob,3481,2508,0,sn86092392,"Ceredo advance (Ceredo, W. Va.)",1897,10,6,seq-5,ed-1,1,http://localhost:62222/pages/2508/wvu_moore_ver01/sn86092392/10/6/ed-1/seq-5/1,West Virginia,../sample_corpus_1pct_article_text/2508_0.txt
1,2509_0.txt,25,25,negro brute lynched . andrews was locked up in the city hall tuesday night . he had been sentenced to hang when the infuriated,mob,"pounced upon him . dragged from the court room . special correspondence evening journal . princess anne , md . , june 10 . - wil- liam andrews , the young negro accused of felonious assault upon mrs . william d . kelley , was taken from the sheriff here",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
0,2509_0.txt,25,25,negro brute lynched . andrews was locked up in the city hall tuesday night . he had been sentenced to hang when the infuriated,mob,"pounced upon him . dragged from the court room . special correspondence evening journal . princess anne , md . , june 10 . - wil- liam andrews , the young negro accused of felonious assault upon mrs . william d . kelley , was taken from the sheriff here",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
1,2509_0.txt,90,90,". princess anne , md . , june 10 . - wil- liam andrews , the young negro accused of felonious assault upon mrs . william d . kelley , was taken from the sheriff here yesterday and beaten into insensibility , then hanged to a tree by an infuriated",mob,", immediately after having been arraigned in court and sentenced to death for his crime . andrews , who was but 20 years old , came here from north carolina , and on may 5 of this year was arrested for assault upon mrs . kelley . at that time",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
0,2509_0.txt,90,90,". princess anne , md . , june 10 . - wil- liam andrews , the young negro accused of felonious assault upon mrs . william d . kelley , was taken from the sheriff here yesterday and beaten into insensibility , then hanged to a tree by an infuriated",mob,", immediately after having been arraigned in court and sentenced to death for his crime . andrews , who was but 20 years old , came here from north carolina , and on may 5 of this year was arrested for assault upon mrs . kelley . at that time",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
4,2509_0.txt,142,142,"immediately after having been arraigned in court and sentenced to death for his crime . andrews , who was but 20 years old , came here from north carolina , and on may 5 of this year was arrested for assault upon mrs . kelley . at that time a",mob,"endeavored to lynch him , but he was hurriedly taken to baltimore and confined in the jail in that city until tuesday night , when he was brought here for trial . during the night a number of men assembled and carefully planned yesterday's program . shortly before noon andrews",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
0,2509_0.txt,142,142,"immediately after having been arraigned in court and sentenced to death for his crime . andrews , who was but 20 years old , came here from north carolina , and on may 5 of this year was arrested for assault upon mrs . kelley . at that time a",mob,"endeavored to lynch him , but he was hurriedly taken to baltimore and confined in the jail in that city until tuesday night , when he was brought here for trial . during the night a number of men assembled and carefully planned yesterday's program . shortly before noon andrews",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
1,2509_0.txt,395,395,"the sheriff and his deputy were soon overpowered , and then the maddened crowd pounced upon the negro , threw him to the ground and kicked him into complete insensibility . meanwhile a rope had been procured and , picking up the inanimate figure from the ground , the infuriated",mob,"placed the rope around the neck of the dying man , and , dragging the body to a tree within a hundred yards of the court house door , threw the rope over and swung the body into the a limb air . then a dozen bullets were fired into",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
0,2509_0.txt,395,395,"the sheriff and his deputy were soon overpowered , and then the maddened crowd pounced upon the negro , threw him to the ground and kicked him into complete insensibility . meanwhile a rope had been procured and , picking up the inanimate figure from the ground , the infuriated",mob,"placed the rope around the neck of the dying man , and , dragging the body to a tree within a hundred yards of the court house door , threw the rope over and swung the body into the a limb air . then a dozen bullets were fired into",mob,273,2509,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_0.txt
1,2509_1.txt,209,209,"of governor tunnell in """" declining to send troops to the town . he was given a fright last night . ru mors reached him that gordy's brothers , who live in gumboro hundred , the home of the murderer , were preparing to march on the jail with a",mob,and take him from the building by force . the sheriff at once swore in twelve extra deputies to guard the jail and posted pickets on all the roads leading into town . the guards will be kept on to- night . the scaffold on which the man will be,mob,274,2509,1,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_1.txt
0,2509_1.txt,209,209,"of governor tunnell in """" declining to send troops to the town . he was given a fright last night . ru mors reached him that gordy's brothers , who live in gumboro hundred , the home of the murderer , were preparing to march on the jail with a",mob,and take him from the building by force . the sheriff at once swore in twelve extra deputies to guard the jail and posted pickets on all the roads leading into town . the guards will be kept on to- night . the scaffold on which the man will be,mob,274,2509,1,sn85042354,"Evening journal (Wilmington, Del...)",1897,6,10,seq-1,ed-1,1,http://localhost:62222/pages/2509/deu_bear_ver01/sn85042354/6/10/ed-1/seq-1/1,Delaware,../sample_corpus_1pct_article_text/2509_1.txt
1,2510_0.txt,9,9,negro lynched . taken from jail by a,mob,"and shot on the river bank . hickman , ky . , sept . 3 . - between midnight and daybreak yesterday morn ing . will butcher , a quarrelsome negro , was taken from the city lockup and shot to pieces by a crowd of white caps . sunday",mob,979,2510,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1895,9,3,seq-1,ed-1,1,http://localhost:62222/pages/2510/kyu_aluminum_ver01/sn87060190/9/3/ed-1/seq-1/1,Kentucky,../sample_corpus_1pct_article_text/2510_0.txt
0,2510_0.txt,9,9,negro lynched . taken from jail by a,mob,"and shot on the river bank . hickman , ky . , sept . 3 . - between midnight and daybreak yesterday morn ing . will butcher , a quarrelsome negro , was taken from the city lockup and shot to pieces by a crowd of white caps . sunday",mob,979,2510,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1895,9,3,seq-1,ed-1,1,http://localhost:62222/pages/2510/kyu_aluminum_ver01/sn87060190/9/3/ed-1/seq-1/1,Kentucky,../sample_corpus_1pct_article_text/2510_0.txt
1,2510_0.txt,224,224,"dead body was found near the river bank . his head was shot to pieces and his body filled full of hoies . a loaded shell of a no . 12 breechloader was found by his side , and a few steps up the bank were found or ten white",masks,", used by the mob eight .",mask,979,2510,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1895,9,3,seq-1,ed-1,1,http://localhost:62222/pages/2510/kyu_aluminum_ver01/sn87060190/9/3/ed-1/seq-1/1,Kentucky,../sample_corpus_1pct_article_text/2510_0.txt
1,2510_0.txt,229,229,"the river bank . his head was shot to pieces and his body filled full of hoies . a loaded shell of a no . 12 breechloader was found by his side , and a few steps up the bank were found or ten white masks , used by the",mob,eight .,mob,979,2510,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1895,9,3,seq-1,ed-1,1,http://localhost:62222/pages/2510/kyu_aluminum_ver01/sn87060190/9/3/ed-1/seq-1/1,Kentucky,../sample_corpus_1pct_article_text/2510_0.txt
0,2510_0.txt,229,229,"the river bank . his head was shot to pieces and his body filled full of hoies . a loaded shell of a no . 12 breechloader was found by his side , and a few steps up the bank were found or ten white masks , used by the",mob,eight .,mob,979,2510,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1895,9,3,seq-1,ed-1,1,http://localhost:62222/pages/2510/kyu_aluminum_ver01/sn87060190/9/3/ed-1/seq-1/1,Kentucky,../sample_corpus_1pct_article_text/2510_0.txt
1,2516_0.txt,37,37,"forced confession.- at scranton , iowa , dec . 26th , alva chambers , ar rested for murdering chas . w . ken dall at new jefferson , was taken out to be hung by a",mob,of fifty lynchers but on his making full confession they returned him to the sheriff and let the law take its course . kendall was a young man of 19 who was fer . riting out the guilty parties who had robbed the county of a large sum . two,mob,3422,2516,0,sn85033133,"Grant County herald (Lancaster, Wis.)",1872,12,31,seq-2,ed-1,1,http://localhost:62222/pages/2516/whi_idlewild_ver01/sn85033133/12/31/ed-1/seq-2/1,Wisconsin,../sample_corpus_1pct_article_text/2516_0.txt
