...1,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state,filename,filepath
1069,8517,0,sn82014296,"The Evansville journal (Evansville, Ind...)",1868,2,7,seq-2,ed-1,1,http://localhost:62222/pages/8517/in_julian_ver02/sn82014296/1868/02/07/ed-1/seq-2/1,Indiana,8517_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8517_0.txt
1415,8518,0,sn85034248,"The Donaldsonville chief (Donaldsonville,...)",1882,7,29,seq-1,ed-1,1,http://localhost:62222/pages/8518/lu_bolivar_ver01/sn85034248/1882/07/29/ed-1/seq-1/1,Louisiana,8518_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8518_0.txt
2827,8519,0,sn2001063112,NA,1888,12,14,seq-8,ed-1,1,http://localhost:62222/pages/8519/sdhi_goshawk_ver03/sn2001063112/1888/12/14/ed-1/seq-8/1,South Dakota,8519_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8519_0.txt
3532,8520,0,sn85059533,"Martinsburg herald (Martinsburg, W....)",1892,7,23,seq-1,ed-1,1,http://localhost:62222/pages/8520/wvu_boros_ver02/sn85059533/1892/07/23/ed-1/seq-1/1,West Virginia,8520_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8520_0.txt
3533,8520,1,sn85059533,"Martinsburg herald (Martinsburg, W....)",1892,7,23,seq-1,ed-1,1,http://localhost:62222/pages/8520/wvu_boros_ver02/sn85059533/1892/07/23/ed-1/seq-1/1,West Virginia,8520_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8520_1.txt
2804,8521,0,sn93067760,NA,1885,10,28,seq-4,ed-1,1,http://localhost:62222/pages/8521/scu_kikideville_ver02/sn93067760/1885/10/28/ed-1/seq-4/1,South Carolina,8521_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8521_0.txt
3236,8522,0,sn85058117,"Salt Lake evening Democrat (Salt Lake City,...)",1885,6,9,seq-1,ed-1,1,http://localhost:62222/pages/8522/uuml_layden_ver01/sn85058117/1885/06/09/ed-1/seq-1/1,Utah,8522_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8522_0.txt
3235,8522,1,sn85058117,"Salt Lake evening Democrat (Salt Lake City,...)",1885,6,9,seq-1,ed-1,1,http://localhost:62222/pages/8522/uuml_layden_ver01/sn85058117/1885/06/09/ed-1/seq-1/1,Utah,8522_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8522_1.txt
2470,8525,0,sn90051703,NA,1885,9,23,seq-1,ed-1,1,http://localhost:62222/pages/8525/nmu_elk_ver01/sn90051703/1885/09/23/ed-1/seq-1/1,New Mexico,8525_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8525_0.txt
2471,8525,1,sn90051703,NA,1885,9,23,seq-1,ed-1,1,http://localhost:62222/pages/8525/nmu_elk_ver01/sn90051703/1885/09/23/ed-1/seq-1/1,New Mexico,8525_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8525_1.txt
1305,8527,0,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1888,8,21,seq-2,ed-1,1,http://localhost:62222/pages/8527/kyu_casablanca_ver01/sn85052020/1888/08/21/ed-1/seq-2/1,Kentucky,8527_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8527_0.txt
1300,8527,1,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1888,8,21,seq-2,ed-1,1,http://localhost:62222/pages/8527/kyu_casablanca_ver01/sn85052020/1888/08/21/ed-1/seq-2/1,Kentucky,8527_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8527_1.txt
1306,8527,2,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1888,8,21,seq-2,ed-1,1,http://localhost:62222/pages/8527/kyu_casablanca_ver01/sn85052020/1888/08/21/ed-1/seq-2/1,Kentucky,8527_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8527_2.txt
1303,8527,3,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1888,8,21,seq-2,ed-1,1,http://localhost:62222/pages/8527/kyu_casablanca_ver01/sn85052020/1888/08/21/ed-1/seq-2/1,Kentucky,8527_3.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8527_3.txt
1188,8528,0,sn83040340,"The Iola register (Iola, Allen Cou...)",1885,11,13,seq-2,ed-1,1,http://localhost:62222/pages/8528/khi_dole_ver01/sn83040340/1885/11/13/ed-1/seq-2/1,Kansas,8528_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8528_0.txt
3267,8529,0,sn85025007,"Alexandria gazette (Alexandria, D.C...)",1880,1,20,seq-2,ed-1,1,http://localhost:62222/pages/8529/vi_gabbana_ver01/sn85025007/1880/01/20/ed-1/seq-2/1,District of Columbia,8529_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8529_0.txt
810,8530,0,sn83045462,"Evening star (Washington, D.C...)",1880,1,6,seq-3,ed-1,1,http://localhost:62222/pages/8530/dlc_yorkie_ver01/sn83045462/1880/01/06/ed-1/seq-3/1,District of Columbia,8530_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8530_0.txt
3180,8531,0,sn86064205,NA,1888,6,9,seq-7,ed-1,1,http://localhost:62222/pages/8531/txdn_hotel_ver02/sn86064205/1888/06/09/ed-1/seq-7/1,Texas,8531_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8531_0.txt
3079,8532,0,sn85033437,"Knoxville daily chronicle (Knoxville, Tenn...)",1879,4,22,seq-1,ed-1,1,http://localhost:62222/pages/8532/tu_jimmy_ver02/sn85033437/1879/04/22/ed-1/seq-1/1,Tennessee,8532_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8532_0.txt
1426,8535,0,sn86053696,"The Lake Charles echo (Lake Charles, P...)",1880,12,18,seq-2,ed-1,1,http://localhost:62222/pages/8535/lu_lapras_ver01/sn86053696/1880/12/18/ed-1/seq-2/1,Louisiana,8535_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8535_0.txt
365,8536,0,sn82015483,Morning journal and courier (New Haven [Conn...),1880,3,23,seq-3,ed-1,1,http://localhost:62222/pages/8536/ct_elm_ver01/sn82015483/1880/03/23/ed-1/seq-3/1,Connecticut,8536_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8536_0.txt
1796,8537,0,sn83025440,"The Canton advocate (Canton, D.T. [S...)",1884,12,18,seq-3,ed-1,1,http://localhost:62222/pages/8537/mnhi_volvo_ver01/sn83025440/1884/12/18/ed-1/seq-3/1,South Dakota,8537_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8537_0.txt
1413,8541,0,sn88064469,NA,1913,12,18,seq-2,ed-1,1,http://localhost:62222/pages/8541/lu_arminius_ver01/sn88064469/1913/12/18/ed-1/seq-2/1,Louisiana,8541_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8541_0.txt
1862,8542,0,sn89067273,NA,1914,10,1,seq-2,ed-1,1,http://localhost:62222/pages/8542/mohi_henri_ver01/sn89067273/1914/10/01/ed-1/seq-2/1,Missouri,8542_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8542_0.txt
2667,8545,0,sn85042303,"The Daily Ardmoreite (Ardmore, Okla.)",1914,2,8,seq-2,ed-1,2,http://localhost:62222/pages/8545/okhi_foss_ver01/sn85042303/1914/02/08/ed-1/seq-2/2,Oklahoma,8545_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8545_0.txt
2886,8548,0,sn99062034,"The Madison daily leader (Madison, S.D.)",1914,11,28,seq-1,ed-1,1,http://localhost:62222/pages/8548/sdhi_hawaii_ver01/sn99062034/1914/11/28/ed-1/seq-1/1,South Dakota,8548_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8548_0.txt
821,8552,0,sn87062268,NA,1914,11,13,seq-1,ed-1,1,http://localhost:62222/pages/8552/fu_graham_ver01/sn87062268/1914/11/13/ed-1/seq-1/1,Florida,8552_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8552_0.txt
2069,8553,0,sn99021999,NA,1900,2,12,seq-1,ed-1,1,http://localhost:62222/pages/8553/nbu_emerson_ver01/sn99021999/1900/02/12/ed-1/seq-1/1,Nebraska,8553_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8553_0.txt
1457,8554,0,sn88065721,NA,1888,12,17,seq-1,ed-1,3,http://localhost:62222/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3,Maryland,8554_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8554_0.txt
1458,8554,1,sn88065721,NA,1888,12,17,seq-1,ed-1,3,http://localhost:62222/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3,Maryland,8554_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8554_1.txt
1459,8554,2,sn88065721,NA,1888,12,17,seq-1,ed-1,3,http://localhost:62222/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3,Maryland,8554_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8554_2.txt
1460,8554,3,sn88065721,NA,1888,12,17,seq-1,ed-1,3,http://localhost:62222/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3,Maryland,8554_3.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8554_3.txt
1222,8555,0,sn83040198,"Barton County democrat (Great Bend, Kan...)",1893,5,4,seq-2,ed-1,1,http://localhost:62222/pages/8555/khi_finney_ver02/sn83040198/1893/05/04/ed-1/seq-2/1,Kansas,8555_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8555_0.txt
1223,8555,1,sn83040198,"Barton County democrat (Great Bend, Kan...)",1893,5,4,seq-2,ed-1,1,http://localhost:62222/pages/8555/khi_finney_ver02/sn83040198/1893/05/04/ed-1/seq-2/1,Kansas,8555_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8555_1.txt
1224,8555,2,sn83040198,"Barton County democrat (Great Bend, Kan...)",1893,5,4,seq-2,ed-1,1,http://localhost:62222/pages/8555/khi_finney_ver02/sn83040198/1893/05/04/ed-1/seq-2/1,Kansas,8555_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8555_2.txt
3076,8556,0,sn86053488,NA,1879,11,13,seq-2,ed-1,1,http://localhost:62222/pages/8556/tu_isaac_ver01/sn86053488/1879/11/13/ed-1/seq-2/1,Tennessee,8556_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8556_0.txt
3077,8556,1,sn86053488,NA,1879,11,13,seq-2,ed-1,1,http://localhost:62222/pages/8556/tu_isaac_ver01/sn86053488/1879/11/13/ed-1/seq-2/1,Tennessee,8556_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8556_1.txt
3416,8557,0,sn83045604,"The Seattle post-intelligencer (Seattle, Wash. ...)",1889,11,16,seq-2,ed-1,1,http://localhost:62222/pages/8557/wa_entiat_ver01/sn83045604/1889/11/16/ed-1/seq-2/1,Washington,8557_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8557_0.txt
2538,8558,0,sn84022044,"Eureka daily sentinel (Eureka, Nev.)",1886,9,18,seq-2,ed-1,1,http://localhost:62222/pages/8558/nvln_sparks_ver01/sn84022044/1886/09/18/ed-1/seq-2/1,Nevada,8558_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8558_0.txt
2825,8560,0,sn2001063112,NA,1886,6,11,seq-1,ed-1,1,http://localhost:62222/pages/8560/sdhi_goshawk_ver03/sn2001063112/1886/06/11/ed-1/seq-1/1,South Dakota,8560_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8560_0.txt
3173,8561,0,sn86088181,"San Marcos free press (San Marcos, Tex...)",1878,7,20,seq-2,ed-1,1,http://localhost:62222/pages/8561/txdn_ferrari_ver02/sn86088181/1878/07/20/ed-1/seq-2/1,Texas,8561_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8561_0.txt
3534,8562,0,sn84026844,"The Wheeling daily intelligencer (Wheeling, W. Va...)",1877,9,4,seq-1,ed-1,1,http://localhost:62222/pages/8562/wvu_denmark_ver01/sn84026844/1877/09/04/ed-1/seq-1/1,West Virginia,8562_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8562_0.txt
130,8565,0,sn82014897,"The weekly Arizona miner (Prescott, Ariz)",1878,9,6,seq-2,ed-1,1,http://localhost:62222/pages/8565/az_apachetrout_ver01/sn82014897/1878/09/06/ed-1/seq-2/1,Arizona,8565_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8565_0.txt
665,8566,0,sn85026214,New York dispatch (New York [N.Y.]),1875,9,26,seq-4,ed-1,1,http://localhost:62222/pages/8566/dlc_eliot_ver01/sn85026214/1875/09/26/ed-1/seq-4/1,New York,8566_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8566_0.txt
2000,8567,0,sn84036143,"Helena weekly herald (Helena, Mont.)",1873,3,20,seq-3,ed-1,1,http://localhost:62222/pages/8567/mthi_harrier_ver01/sn84036143/1873/03/20/ed-1/seq-3/1,Montana,8567_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8567_0.txt
2,8569,0,sn84020662,"The Nome nugget (Nome, Alaska)",1938,10,14,seq-1,ed-1,1,http://localhost:62222/pages/8569/ak_belugawhale_ver01/sn84020662/1938/10/14/ed-1/seq-1/1,Alaska,8569_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8569_0.txt
3488,8572,0,sn85033139,"The Manitowoc pilot (Manitowoc, Wis.)",1866,6,29,seq-2,ed-1,1,http://localhost:62222/pages/8572/whi_grace_ver01/sn85033139/1866/06/29/ed-1/seq-2/1,Wisconsin,8572_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8572_0.txt
2071,8575,0,sn93062828,"The Omaha guide (Omaha, Neb.)",1935,1,26,seq-3,ed-1,1,http://localhost:62222/pages/8575/nbu_fourtusker_ver01/sn93062828/1935/01/26/ed-1/seq-3/1,Nebraska,8575_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8575_0.txt
2074,8575,1,sn93062828,"The Omaha guide (Omaha, Neb.)",1935,1,26,seq-3,ed-1,1,http://localhost:62222/pages/8575/nbu_fourtusker_ver01/sn93062828/1935/01/26/ed-1/seq-3/1,Nebraska,8575_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8575_1.txt
1427,8578,0,sn83026413,"The New Orleans daily Democrat (New Orleans, La...)",1877,3,28,seq-2,ed-1,1,http://localhost:62222/pages/8578/lu_nejat_ver01/sn83026413/1877/03/28/ed-1/seq-2/1,Louisiana,8578_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8578_0.txt
3080,8581,0,sn85033437,"Knoxville daily chronicle (Knoxville, Tenn...)",1881,7,14,seq-1,ed-1,1,http://localhost:62222/pages/8581/tu_kay_ver01/sn85033437/1881/07/14/ed-1/seq-1/1,Tennessee,8581_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8581_0.txt
794,8582,0,sn84031492,"Chicago daily tribune (Chicago, Ill.)",1879,6,20,seq-6,ed-1,1,http://localhost:62222/pages/8582/dlc_pulaski_ver01/sn84031492/1879/06/20/ed-1/seq-6/1,Illinois,8582_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8582_0.txt
2806,8585,0,sn2001063133,NA,1892,4,28,seq-3,ed-1,1,http://localhost:62222/pages/8585/sdhi_dagger_ver01/sn2001063133/1892/04/28/ed-1/seq-3/1,South Dakota,8585_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8585_0.txt
1826,8586,0,sn86063624,"Kansas City daily journal (Kansas City, Mo...)",1895,5,20,seq-1,ed-1,1,http://localhost:62222/pages/8586/mohi_edwards_ver01/sn86063624/1895/05/20/ed-1/seq-1/1,Missouri,8586_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8586_0.txt
285,8587,0,sn90051300,"The Elbert County tribune (Elbert, Elbert ...)",1906,7,5,seq-4,ed-1,1,http://localhost:62222/pages/8587/cohi_jasper_ver01/sn90051300/1906/07/05/ed-1/seq-4/1,Colorado,8587_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8587_0.txt
2389,8590,0,sn87096017,"The Oakes times (Oakes, N.D.)",1906,12,27,seq-2,ed-1,1,http://localhost:62222/pages/8590/ndhi_carbon_ver01/sn87096017/1906/12/27/ed-1/seq-2/1,North Dakota,8590_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8590_0.txt
1442,8591,0,sn84026758,"Democratic messenger (Snow Hill, Md.)",1906,8,11,seq-8,ed-1,1,http://localhost:62222/pages/8591/mdu_denton_ver01/sn84026758/1906/08/11/ed-1/seq-8/1,Maryland,8591_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8591_0.txt
2745,8594,0,sn99063957,NA,1906,10,24,seq-8,ed-1,1,http://localhost:62222/pages/8594/oru_framebones_ver01/sn99063957/1906/10/24/ed-1/seq-8/1,Oregon,8594_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8594_0.txt
2674,8596,0,sn96093062,NA,1906,1,12,seq-4,ed-1,1,http://localhost:62222/pages/8596/okhi_greer_ver01/sn96093062/1906/01/12/ed-1/seq-4/1,Oklahoma,8596_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8596_0.txt
2395,8597,0,sn85042224,"The Fargo forum and daily republican (Fargo, N.D.)",1906,8,17,seq-1,ed-1,1,http://localhost:62222/pages/8597/ndhi_edosian_ver01/sn85042224/1906/08/17/ed-1/seq-1/1,North Dakota,8597_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8597_0.txt
2496,8598,0,sn83030193,"The evening world (New York, N.Y.)",1892,8,1,seq-5,ed-4,1,http://localhost:62222/pages/8598/nn_goethe_ver01/sn83030193/1892/08/01/ed-4/seq-5/1,New York,8598_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8598_0.txt
851,8600,0,sn86063034,"The morning news (Savannah, Ga.)",1893,4,26,seq-4,ed-1,1,http://localhost:62222/pages/8600/gu_drew_ver02/sn86063034/1893/04/26/ed-1/seq-4/1,Georgia,8600_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8600_0.txt
3020,8602,0,sn99068116,"Reporter and farmer (Webster, Day Co...)",1894,9,27,seq-7,ed-1,1,http://localhost:62222/pages/8602/sdhi_leek_ver02/sn99068116/1894/09/27/ed-1/seq-7/1,South Dakota,8602_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8602_0.txt
1100,8603,0,sn92053934,NA,1894,6,28,seq-4,ed-1,1,http://localhost:62222/pages/8603/iune_ephemera_ver01/sn92053934/1894/06/28/ed-1/seq-4/1,Illinois,8603_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8603_0.txt
2371,8604,0,sn88076741,"The pioneer express (Pembina, Dakota...)",1894,8,10,seq-1,ed-1,1,http://localhost:62222/pages/8604/ndhi_almont_ver01/sn88076741/1894/08/10/ed-1/seq-1/1,North Dakota,8604_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8604_0.txt
1541,8605,0,sn85033781,"The true northerner (Paw Paw, Mich.)",1900,10,26,seq-3,ed-1,1,http://localhost:62222/pages/8605/mimtptc_gaylord_ver02/sn85033781/1900/10/26/ed-1/seq-3/1,Michigan,8605_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8605_0.txt
3543,8607,0,sn84026844,"The Wheeling daily intelligencer (Wheeling, W. Va...)",1887,7,7,seq-1,ed-1,1,http://localhost:62222/pages/8607/wvu_france_ver01/sn84026844/1887/07/07/ed-1/seq-1/1,West Virginia,8607_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8607_0.txt
1229,8610,0,sn84029385,"The Abilene reflector (Abilene, Kan.)",1887,5,5,seq-2,ed-1,1,http://localhost:62222/pages/8610/khi_garwood_ver02/sn84029385/1887/05/05/ed-1/seq-2/1,Kansas,8610_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8610_0.txt
1227,8610,1,sn84029385,"The Abilene reflector (Abilene, Kan.)",1887,5,5,seq-2,ed-1,1,http://localhost:62222/pages/8610/khi_garwood_ver02/sn84029385/1887/05/05/ed-1/seq-2/1,Kansas,8610_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8610_1.txt
1226,8610,2,sn84029385,"The Abilene reflector (Abilene, Kan.)",1887,5,5,seq-2,ed-1,1,http://localhost:62222/pages/8610/khi_garwood_ver02/sn84029385/1887/05/05/ed-1/seq-2/1,Kansas,8610_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8610_2.txt
1887,8611,1,sn83016943,"Macon beacon (Macon, Miss.)",1887,4,9,seq-1,ed-1,1,http://localhost:62222/pages/8611/msar_applejack_ver01/sn83016943/1887/04/09/ed-1/seq-1/1,Mississippi,8611_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8611_1.txt
2076,8617,0,sn93062828,"The Omaha guide (Omaha, Neb.)",1941,5,31,seq-1,ed-1,1,http://localhost:62222/pages/8617/nbu_fourtusker_ver01/sn93062828/1941/05/31/ed-1/seq-1/1,Nebraska,8617_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8617_0.txt
1827,8618,0,sn86063624,"Kansas City daily journal (Kansas City, Mo...)",1897,1,19,seq-2,ed-1,1,http://localhost:62222/pages/8618/mohi_edwards_ver01/sn86063624/1897/01/19/ed-1/seq-2/1,Missouri,8618_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8618_0.txt
3172,8619,0,sn86064199,NA,1897,7,30,seq-1,ed-1,1,http://localhost:62222/pages/8619/txdn_ferrari_ver02/sn86064199/1897/07/30/ed-1/seq-1/1,Texas,8619_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8619_0.txt
1894,8621,0,sn87065532,NA,1898,1,14,seq-2,ed-1,1,http://localhost:62222/pages/8621/msar_daisy_ver01/sn87065532/1898/01/14/ed-1/seq-2/1,Mississippi,8621_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8621_0.txt
2885,8622,0,sn99068086,NA,1895,4,25,seq-4,ed-1,1,http://localhost:62222/pages/8622/sdhi_guava_ver02/sn99068086/1895/04/25/ed-1/seq-4/1,South Dakota,8622_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8622_0.txt
1743,8623,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1895,4,22,seq-5,ed-1,1,http://localhost:62222/pages/8623/mnhi_onamia_ver01/sn90059522/1895/04/22/ed-1/seq-5/1,Minnesota,8623_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8623_0.txt
1275,8624,0,sn82015485,"Western Kansas world (WaKeeney, Kan.)",1896,7,11,seq-2,ed-1,1,http://localhost:62222/pages/8624/khi_kauffman_ver01/sn82015485/1896/07/11/ed-1/seq-2/1,Kansas,8624_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8624_0.txt
1282,8625,0,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1896,6,25,seq-12,ed-1,1,http://localhost:62222/pages/8625/khi_lawrence_ver01/sn84029386/1896/06/25/ed-1/seq-12/1,Kansas,8625_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8625_0.txt
1139,8627,0,sn84020097,"The daily worker (Chicago, Ill.)",1934,11,5,seq-5,ed-1,1,http://localhost:62222/pages/8627/iune_garnet_ver01/sn84020097/1934/11/05/ed-1/seq-5/1,Illinois,8627_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8627_0.txt
1140,8627,1,sn84020097,"The daily worker (Chicago, Ill.)",1934,11,5,seq-5,ed-1,1,http://localhost:62222/pages/8627/iune_garnet_ver01/sn84020097/1934/11/05/ed-1/seq-5/1,Illinois,8627_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8627_1.txt
3472,8630,0,sn85040344,"The Superior times (Superior, Wis.)",1877,12,15,seq-2,ed-1,1,http://localhost:62222/pages/8630/whi_florence_ver01/sn85040344/1877/12/15/ed-1/seq-2/1,Wisconsin,8630_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8630_0.txt
3073,8632,0,sn89058007,NA,1889,9,13,seq-1,ed-1,1,http://localhost:62222/pages/8632/tu_ida_ver01/sn89058007/1889/09/13/ed-1/seq-1/1,Tennessee,8632_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8632_0.txt
3074,8632,1,sn89058007,NA,1889,9,13,seq-1,ed-1,1,http://localhost:62222/pages/8632/tu_ida_ver01/sn89058007/1889/09/13/ed-1/seq-1/1,Tennessee,8632_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8632_1.txt
3075,8632,2,sn89058007,NA,1889,9,13,seq-1,ed-1,1,http://localhost:62222/pages/8632/tu_ida_ver01/sn89058007/1889/09/13/ed-1/seq-1/1,Tennessee,8632_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8632_2.txt
2012,8633,0,sn84036143,"Helena weekly herald (Helena, Mont.)",1889,7,25,seq-3,ed-1,1,http://localhost:62222/pages/8633/mthi_leopardfrog_ver01/sn84036143/1889/07/25/ed-1/seq-3/1,Montana,8633_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/8633_0.txt
